priority,id,country,year,title_en,title_el,translation_status,source_status,direct_url_count,incident_path
medium,greece_1947_cia_cold_war_stay_behind_claims_coup_context,Greece,1947,Greece Cia Cold War Stay Behind Claims And 1967 Coup Context 1947 1974,Ελλαδα Cia Ψυχρος Πολεμος Stay Behind Claims Και Πλαισιο Πραξικοπηματος 1967 1947 1974,good,generic-guidance,0,Greece/00-00-1947/Greece Cia Cold War Stay Behind Claims And 1967 Coup Context 1947 1974
medium,greece_1947_ufo_supernatural_folklore_state_secrecy_psychology,Greece,1947,Greece Ufo Supernatural Folklore State Secrecy And Public Psychology 1947 2026,Ελλαδα Ufo Υπερφυσικο Λαογραφια Κρατικη Μυστικοτητα Και Δημοσια Ψυχολογια 1947 2026,good,generic-guidance,0,Greece/00-00-1947/Greece Ufo Supernatural Folklore State Secrecy And Public Psychology 1947 2026
medium,greece_1947_makronisos_camps_reeducation_state_violence,Greece,1947,"Makronisos camps, re-education, and state violence","Μακρόνησος, αναμόρφωση και κρατική βία",good,generic-guidance,0,"Greece/00-00-1947/Makronisos camps, re-education, and state violence"
medium,greece_1952_beloyannis_trial_execution_cold_war_state,Greece,1952,"Beloyannis trial, execution, and Cold War state justice","Δίκη Μπελογιάννη, εκτέλεση και δικαιοσύνη ψυχροπολεμικού κράτους",good,generic-guidance,0,"Greece/00-00-1952/Beloyannis trial, execution, and Cold War state justice"
medium,greece_1952_belogiannis_execution_cold_war_justice_symbolic_repression,Greece,1952,"Greece — Belogiannis execution, Cold War justice, and symbolic repression (1952)","Ελλάδα — Εκτέλεση Μπελογιάννη, ψυχροπολεμική δικαιοσύνη και συμβολική καταστολή (1952)",good,generic-guidance,0,"Greece/00-00-1952/Greece — Belogiannis execution, Cold War justice, and symbolic repression (1952)"
medium,greece_1955_istanbul_pogrom_minority_trauma_diplomatic_shock_state_memory,Greece,1955,"Greece and the Istanbul Pogrom: Minority Trauma, Diplomatic Shock and State Memory","Ελλάδα και Σεπτεμβριανά Κωνσταντινούπολης: Μειονοτικό Τραύμα, Διπλωματικό Σοκ και Μνήμη",good,generic-guidance,0,"Greece/00-00-1955/Greece and the Istanbul Pogrom Minority Trauma, Diplomatic Shock and State Memory"
medium,greece_1958_max_merten_occupation_memory_diplomacy_accountability,Greece,1958,"Max Merten affair, occupation memory, diplomacy and accountability (1958-1960)","Υπόθεση Μαξ Μέρτεν, μνήμη Κατοχής, διπλωματία και λογοδοσία (1958-1960)",good,generic-guidance,0,"Greece/00-00-1958/Max Merten affair, occupation memory, diplomacy and accountability (1958-1960)"
medium,greece_1960_psychological_control_media_fear_political_memory,Greece,1960,Greece Psychological Control Media Fear And Political Memory 1960 2026,Ελλαδα Ψυχολογικος Ελεγχος Media Φοβος Και Πολιτικη Μνημη 1960 2026,good,generic-guidance,0,Greece/00-00-1960/Greece Psychological Control Media Fear And Political Memory 1960 2026
medium,greece_1961_violence_fraud_election_parastate_democratic,Greece,1961,"Violence and fraud election, parastate networks and democratic trust (1961)","Εκλογές βίας και νοθείας, παρακράτος και δημοκρατική εμπιστοσύνη (1961)",good,generic-guidance,0,"Greece/00-00-1961/Violence and fraud election, parastate networks and democratic trust (1961)"
medium,greece_1963_lambrakis_assassination_parastate,Greece,1963,Lambrakis assassination and the parastate,Δολοφονία Λαμπράκη και το παρακράτος,good,generic-guidance,0,Greece/00-00-1963/Lambrakis assassination and the parastate
medium,greece_1965_apostasia_palace_party_defection_crisis,Greece,1965,"Apostasia crisis, palace pressure, and parliamentary defections","Αποστασία, πίεση παλατιού και κοινοβουλευτικές μετακινήσεις",good,generic-guidance,0,"Greece/00-00-1965/Apostasia crisis, palace pressure, and parliamentary defections"
medium,greece_1965_apostasia_royal_crisis_defectors_institutional_breakdown,Greece,1965,"Apostasia, royal crisis, defectors and institutional breakdown (1965)","Αποστασία, βασιλική κρίση, αποστάτες και θεσμική κατάρρευση (1965)",good,generic-guidance,0,"Greece/00-00-1965/Apostasia, royal crisis, defectors and institutional breakdown (1965)"
medium,greece_1965_aspida_affair_army_politics_palace_pressure,Greece,1965,"ASPIDA affair, army politics, and palace pressure","Υπόθεση ΑΣΠΙΔΑ, στρατός, πολιτική και πίεση παλατιού",good,generic-guidance,0,"Greece/00-00-1965/ASPIDA affair, army politics, and palace pressure"
medium,greece_1967_april_21_coup_foreign_context_local_responsibility,Greece,1967,April 21 coup: foreign context and local responsibility,Πραξικόπημα της 21ης Απριλίου: ξένο πλαίσιο και τοπική ευθύνη,good,generic-guidance,0,Greece/00-00-1967/April 21 coup foreign context and local responsibility
medium,greece_1967_coup_us_response,Greece,1967,Greece: The 1967 coup and the U.S. response (1965-1974),Ελλάδα: Το πραξικόπημα του 1967 και η αμερικανική ανταπόκριση (1965-1974),good,generic-guidance,0,Greece/00-00-1967/Greece The 1967 coup and the U.S. response (1965-1974)
medium,greece_1968_panagoulis_torture_junta_repression_resistance_military_courts_fear,Greece,1968,"Panagoulis Torture and Junta Repression: Resistance, Military Courts and Fear","Βασανιστήρια Παναγούλη και Καταστολή Χούντας: Αντίσταση, Στρατοδικεία και Φόβος",good,generic-guidance,0,"Greece/00-00-1968/Panagoulis Torture and Junta Repression Resistance, Military Courts and Fear"
medium,greece_1973_athens_polytechnic_uprising_and_junta_violence,Greece,1973,Athens Polytechnic uprising and junta violence,Εξέγερση Πολυτεχνείου και βία χούντας,good,generic-guidance,0,Greece/00-00-1973/Athens Polytechnic uprising and junta violence
medium,greece_1973_athens_polytechnic_uprising_tank_memory_state_violence,Greece,1973,"Athens Polytechnic uprising, tank assault, and state-violence memory","Εξέγερση Πολυτεχνείου, εισβολή τανκ και μνήμη κρατικής βίας",good,generic-guidance,0,"Greece/00-00-1973/Athens Polytechnic uprising, tank assault, and state-violence memory"
medium,greece_1973_athens_polytechnic_uprising_memory_repression,Greece,1973,Greece Athens Polytechnic Uprising Memory Repression And Image File 1973 2026,Ελλαδα Εξεγερση Πολυτεχνειου Μνημη Καταστολη Και Αρχειο Εικονας 1973 2026,good,generic-guidance,0,Greece/00-00-1973/Greece Athens Polytechnic Uprising Memory Repression And Image File 1973 2026
medium,greece_1973_polytechnic_uprising_junta_repression_memory_war,Greece,1973,"Polytechnic uprising, junta repression and the war over memory (1973)","Πολυτεχνείο, καταστολή χούντας και πόλεμος μνήμης (1973)",good,generic-guidance,0,"Greece/00-00-1973/Polytechnic uprising, junta repression and the war over memory (1973)"
medium,greece_1974_cyprus_coup_and_invasion_catastrophe,Greece,1974,Cyprus coup and invasion catastrophe,Πραξικόπημα Κύπρου και καταστροφή εισβολής,good,generic-guidance,0,Greece/00-00-1974/Cyprus coup and invasion catastrophe
medium,greece_1974_cyprus_coup_junta_responsibility_invasion_memory,Greece,1974,"Cyprus coup, Greek junta responsibility, and invasion memory","Κυπριακό πραξικόπημα, ευθύνη χούντας και μνήμη εισβολής",good,generic-guidance,0,"Greece/00-00-1974/Cyprus coup, Greek junta responsibility, and invasion memory"
medium,greece_1974_cyprus_coup_junta_responsibility_invasion_national_trauma,Greece,1974,"Cyprus coup, junta responsibility, invasion and national trauma (1974)","Κυπριακό πραξικόπημα, ευθύνη χούντας, εισβολή και εθνικό τραύμα (1974)",good,generic-guidance,0,"Greece/00-00-1974/Cyprus coup, junta responsibility, invasion and national trauma (1974)"
medium,greece_1974_junta_trials_partial_accountability_metapolitefsi_punishment_unfinishe,Greece,1974,"Junta Trials and Partial Accountability: Metapolitefsi, Punishment and Unfinished Files","Δίκες Χούντας και Μερική Λογοδοσία: Μεταπολίτευση, Τιμωρία και Ανοιχτά Αρχεία",good,generic-guidance,0,"Greece/00-00-1974/Junta Trials and Partial Accountability Metapolitefsi, Punishment and Unfinished Files"
medium,greece_1977_penteli_davelis_cave_military_rumors_supernatural_folklore_imagination,Greece,1977,"Penteli Davelis Cave, military rumors, supernatural folklore and public imagination (1977-2026)","Σπήλαιο Νταβέλη Πεντέλης, στρατιωτικές φήμες, υπερφυσικό folklore και δημόσια φαντασία (1977-2026)",good,generic-guidance,0,"Greece/00-00-1977/Penteli Davelis Cave, military rumors, supernatural folklore and public imagination (197"
medium,greece_1981_weather_modification_hail_suppression,Greece,1981,Greece: Weather Modification Is Real — But Limited (Greek National Hail Suppression Program) (1981-2026),Ελλάδα: Η τροποποίηση καιρού είναι πραγματική — αλλά περιορισμένη (Εθνικό Πρόγραμμα Χαλαζικής Προστασίας) (1981-2026),good,generic-guidance,0,Greece/00-00-1981/Greece Weather Modification Is Real — But Limited (Greek National Hail Suppression Progr
medium,greece_1985_kaltezas_killing_police_impunity_youth_revolt,Greece,1985,"Michalis Kaltezas killing, police impunity, and youth revolt","Δολοφονία Μιχάλη Καλτεζά, αστυνομική ατιμωρησία και νεολαιίστικη εξέγερση",good,generic-guidance,0,"Greece/00-00-1985/Michalis Kaltezas killing, police impunity, and youth revolt"
medium,greece_1988_banking_scandals_koskotas_proton,Greece,1988,Greece: Banking scandals from Koskotas to Proton (1988-2013),Ελλάδα: Τραπεζικά σκάνδαλα από Κοσκωτά έως Proton (1988-2013),good,generic-guidance,0,Greece/00-00-1988/Greece Banking scandals from Koskotas to Proton (1988-2013)
medium,greece_1989_koskotas_scandal_and_media_bank_political_triangle,Greece,1989,Koskotas scandal and media-bank-political triangle,Σκάνδαλο Κοσκωτά και τρίγωνο ΜΜΕ-τράπεζας-πολιτικής,good,generic-guidance,0,Greece/00-00-1989/Koskotas scandal and media-bank-political triangle
medium,greece_1989_koskotas_bank_crete_media_money_political_power,Greece,1989,"Koskotas, Bank of Crete, media money and political power (1988-1992)","Κοσκωτάς, Τράπεζα Κρήτης, μιντιακό χρήμα και πολιτική εξουσία (1988-1992)",good,generic-guidance,0,"Greece/00-00-1989/Koskotas, Bank of Crete, media money and political power (1988-1992)"
medium,greece_1991_koskoletas_media_licensing_private_tv_power,Greece,1991,"Private TV licensing, media power, and political dependency","Ιδιωτική τηλεόραση, άδειες, μιντιακή ισχύς και πολιτική εξάρτηση",good,generic-guidance,0,"Greece/00-00-1991/Private TV licensing, media power, and political dependency"
medium,greece_1996_imia_crisis_sovereignty_media_military_pressure,Greece,1996,"Imia crisis, sovereignty panic, and media-military pressure","Κρίση Ιμίων, πανικός κυριαρχίας και πίεση ΜΜΕ-στρατού",good,generic-guidance,0,"Greece/00-00-1996/Imia crisis, sovereignty panic, and media-military pressure"
medium,greece_1996_imia_crisis_nationalism_media_escalation_secret_diplomacy,Greece,1996,"Imia Crisis: Nationalism, Media Escalation and Secret Diplomacy","Κρίση Ιμίων: Εθνικισμός, Μιντιακή Κλιμάκωση και Μυστική Διπλωματία",good,generic-guidance,0,"Greece/00-00-1996/Imia Crisis Nationalism, Media Escalation and Secret Diplomacy"
medium,greece_1997_defence_bribery_tsochatzopoulos,Greece,1997,"Greece: Defence Bribery, Akis Tsochatzopoulos, and Arms-Deal Corruption (1997-2015)","Ελλάδα: Μίζες στα Εξοπλιστικά, Άκης Τσοχατζόπουλος και Διαφθορά στις Αμυντικές Συμβάσεις (1997-2015)",good,generic-guidance,0,"Greece/00-00-1997/Greece Defence Bribery, Akis Tsochatzopoulos, and Arms-Deal Corruption (1997-2015)"
medium,greece_1997_siemens_scandal,Greece,1997,Greece: Siemens bribery scandal (1997-2017),Ελλάδα: σκάνδαλο Siemens (1997-2017),good,generic-guidance,0,Greece/00-00-1997/Greece Siemens bribery scandal (1997-2017)
medium,greece_1999_stock_exchange_bubble_hype_small_investors_accountability,Greece,1999,"Athens stock exchange bubble, public hype, small investors and accountability (1999-2002)","Φούσκα Χρηματιστηρίου Αθηνών, δημόσια ευφορία, μικροεπενδυτές και λογοδοσία (1999-2002)",good,generic-guidance,0,"Greece/00-00-1999/Athens stock exchange bubble, public hype, small investors and accountability (1999-2002"
medium,greece_1999_ocalan_affair_secret_diplomacy_state_denial_foreign_pressure,Greece,1999,"Greece — Öcalan affair, secret diplomacy, state denial, and foreign pressure (1999)","Ελλάδα — Υπόθεση Οτσαλάν, μυστική διπλωματία και ξένη πίεση (1999)",good,generic-guidance,0,"Greece/00-00-1999/Greece — Öcalan affair, secret diplomacy, state denial, and foreign pressure (1999)"
medium,greece_1999_stock_market_bubble_and_household_losses,Greece,1999,Stock market bubble and household losses,Χρηματιστηριακή φούσκα και απώλειες νοικοκυριών,good,generic-guidance,0,Greece/00-00-1999/Stock market bubble and household losses
medium,greece_2000_express_samina_ferry_disaster_shipping_oversight,Greece,2000,Express Samina ferry disaster and shipping oversight failure,Ναυάγιο Express Samina και αποτυχία εποπτείας ναυτιλίας,good,generic-guidance,0,Greece/00-00-2000/Express Samina ferry disaster and shipping oversight failure
medium,greece_2000_express_samina_ferry_disaster_safety_culture_island_transport_accounta,Greece,2000,"Express Samina Ferry Disaster: Safety Culture, Island Transport and Accountability","Ναυάγιο Express Samina: Κουλτούρα Ασφάλειας, Ακτοπλοΐα και Λογοδοσία",good,generic-guidance,0,"Greece/00-00-2000/Express Samina Ferry Disaster Safety Culture, Island Transport and Accountability"
medium,greece_2001_delphi_gases_geology,Greece,2001,"Greece: Delphi, “Prophecy,” and the Geological Explanation of a Supernatural Tradition (2001-2026)","Ελλάδα: Δελφοί, «προφητεία» και η γεωλογική εξήγηση μιας υπερφυσικής παράδοσης (2001-2026)",good,generic-guidance,0,"Greece/00-00-2001/Greece Delphi, “Prophecy,” and the Geological Explanation of a Supernatural Tradition (2"
medium,greece_2003_c4i_olympic_security_system_surveillance_scandal,Greece,2003,"GREECE: C4I Olympic Security System, Siemens Overlap, and the Security-State Procurement Problem (2003-2018)","ΕΛΛΑΔΑ: C4I, ολυμπιακό σύστημα ασφάλειας και το πρόβλημα των προμηθειών του security state (2003-2018)",good,generic-guidance,0,"Greece/00-00-2003/GREECE C4I Olympic Security System, Siemens Overlap, and the Security-State Procurement"
medium,greece_2004_athens_olympics_cost_security_debt,Greece,2004,"Greece: Athens 2004 Olympics, Security Spending, and Debt Narrative (1997-2014)","Ελλάδα: Ολυμπιακοί Αγώνες Αθήνα 2004, κόστος, ασφάλεια και αφήγημα χρέους (1997-2014)",good,generic-guidance,0,"Greece/00-00-2004/Greece Athens 2004 Olympics, Security Spending, and Debt Narrative (1997-2014)"
medium,greece_2004_debt_crisis_misreporting_austerity,Greece,2004,"Greece: Debt Crisis, Misreported Fiscal Data, and the Austerity Era (2004-2018)","Ελλάδα: Κρίση χρέους, παραποιημένα δημοσιονομικά στοιχεία και εποχή λιτότητας (2004-2018)",good,generic-guidance,0,"Greece/00-00-2004/Greece Debt Crisis, Misreported Fiscal Data, and the Austerity Era (2004-2018)"
medium,greece_2004_vodafone_wiretap_tsalikidis,Greece,2004,Greece: Vodafone Wiretap Scandal and the Tsalikidis Case (2004-2017),Ελλάδα: Σκάνδαλο υποκλοπών Vodafone και υπόθεση Τσαλικίδη (2004-2017),good,generic-guidance,0,Greece/00-00-2004/Greece Vodafone Wiretap Scandal and the Tsalikidis Case (2004-2017)
medium,greece_2005_helios_airways_flight_522_aviation_safety_oversight_cost_routine_failu,Greece,2005,"Helios Airways Flight 522: Aviation Safety, Oversight and the Cost of Routine Failure","Helios 522: Αεροπορική Ασφάλεια, Έλεγχος και Κόστος Ρουτίνας",good,generic-guidance,0,"Greece/00-00-2005/Helios Airways Flight 522 Aviation Safety, Oversight and the Cost of Routine Failure"
medium,greece_2005_pakistani_migrants_abduction_surveillance_case,Greece,2005,Pakistani migrants abduction allegations and post-9/11 security pressure,Καταγγελίες απαγωγής Πακιστανών μεταναστών και πίεση ασφάλειας μετά την 11η Σεπτεμβρίου,good,generic-guidance,0,Greece/00-00-2005/Pakistani migrants abduction allegations and post-9 11 security pressure
medium,greece_2005_structured_bonds_pension_funds_money_financial_opacity,Greece,2005,"Structured bonds, pension funds, public money and financial opacity (2005-2007)","Δομημένα ομόλογα, ασφαλιστικά ταμεία, δημόσιο χρήμα και χρηματοοικονομική αδιαφάνεια (2005-2007)",good,generic-guidance,0,"Greece/00-00-2005/Structured bonds, pension funds, public money and financial opacity (2005-2007)"
medium,greece_2006_structured_bonds_pension_fund_public_money_scandal,Greece,2006,"Structured bonds, pension funds, and public-money opacity","Δομημένα ομόλογα, ασφαλιστικά ταμεία και αδιαφάνεια δημόσιου χρήματος",good,generic-guidance,0,"Greece/00-00-2006/Structured bonds, pension funds, and public-money opacity"
medium,greece_2007_forest_fires_state_failure_land_politics_disaster_governance,Greece,2007,"2007 forest fires, state failure, land politics and disaster governance (2007)","Πυρκαγιές 2007, κρατική αποτυχία, πολιτική γης και διακυβέρνηση καταστροφών (2007)",good,generic-guidance,0,"Greece/00-00-2007/2007 forest fires, state failure, land politics and disaster governance (2007)"
medium,greece_2007_bond_scandal_and_pension_fund_trust_crisis,Greece,2007,Bond scandal and pension fund trust crisis,Σκάνδαλο ομολόγων και κρίση εμπιστοσύνης ταμείων,good,generic-guidance,0,Greece/00-00-2007/Bond scandal and pension fund trust crisis
medium,greece_2005_zahopoulos_affair_media_blackmail_power,Greece,2007,"Zahopoulos affair, media blackmail, and ministerial power","Υπόθεση Ζαχόπουλου, εκβιασμός ΜΜΕ και υπουργική ισχύς",good,generic-guidance,0,"Greece/00-00-2007/Zahopoulos affair, media blackmail, and ministerial power"
medium,greece_2008_grigoropoulos_killing_police_violence_youth_rage_state_response,Greece,2008,"Greece — Grigoropoulos killing, police violence, youth rage, and state response (2008)","Ελλάδα — Δολοφονία Γρηγορόπουλου, αστυνομική βία και νεανική οργή (2008)",good,generic-guidance,0,"Greece/00-00-2008/Greece — Grigoropoulos killing, police violence, youth rage, and state response (2008)"
medium,greece_2008_vatopedi_land_swap,Greece,2008,Greece: Vatopedi Monastery Land-Swap Scandal (2008-2017),Ελλάδα: Σκάνδαλο ανταλλαγών γης της Μονής Βατοπεδίου (2008-2017),good,generic-guidance,0,Greece/00-00-2008/Greece Vatopedi Monastery Land-Swap Scandal (2008-2017)
medium,greece_2008_grigoropoulos_killing_and_youth_uprising,Greece,2008,Grigoropoulos killing and youth uprising,Δολοφονία Γρηγορόπουλου και νεανική εξέγερση,good,generic-guidance,0,Greece/00-00-2008/Grigoropoulos killing and youth uprising
medium,greece_2008_siemens_bribery_contracts_party_finance,Greece,2008,"Siemens bribery scandal, public contracts, and party finance shadows","Siemens: δωροδοκίες, δημόσιες συμβάσεις και σκιές κομματικής χρηματοδότησης",good,generic-guidance,0,"Greece/00-00-2008/Siemens bribery scandal, public contracts, and party finance shadows"
medium,greece_2008_vatopedi_land_swap_scandal_church_state_power,Greece,2008,"Vatopedi land-swap scandal, church property, and state access","Βατοπέδι: ανταλλαγές γης, εκκλησιαστική περιουσία και κρατική πρόσβαση",good,generic-guidance,0,"Greece/00-00-2008/Vatopedi land-swap scandal, church property, and state access"
medium,greece_2009_elstat_deficit_statistics_austerity_political_blame,Greece,2009,"ELSTAT, deficit statistics, trust, austerity and political blame (2009-2018)","ΕΛΣΤΑΤ, στατιστικά ελλείμματος, εμπιστοσύνη, λιτότητα και πολιτική ευθύνη (2009-2018)",good,generic-guidance,0,"Greece/00-00-2009/ELSTAT, deficit statistics, trust, austerity and political blame (2009-2018)"
medium,greece_2010_debt_memorandum_shock_and_austerity_governance,Greece,2010,Debt memorandum shock and austerity governance,Σοκ μνημονίου και διακυβέρνηση λιτότητας,good,generic-guidance,0,Greece/00-00-2010/Debt memorandum shock and austerity governance
medium,greece_2010_elstat_deficit_revision_statistics_trust_war,Greece,2010,ELSTAT deficit revision and the war over statistical truth,"ELSTAT, αναθεώρηση ελλείμματος και πόλεμος για τη στατιστική αλήθεια",good,generic-guidance,0,Greece/00-00-2010/ELSTAT deficit revision and the war over statistical truth
medium,greece_2010_oligarchs_media_banks_tax_evasion,Greece,2010,"Greece: Oligarchs, Media, Banks, and Tax-Evasion Impunity (2010-2015)","Ελλάδα: Ολιγάρχες, ΜΜΕ, Τράπεζες και Ατιμωρησία στη Φοροδιαφυγή (2010-2015)",good,generic-guidance,0,"Greece/00-00-2010/Greece Oligarchs, Media, Banks, and Tax-Evasion Impunity (2010-2015)"
medium,greece_2010_lagarde_list,Greece,2010,"Greece: The Lagarde List, Tax-Evasion Politics, and Missing Accountability (2010-2015)","Ελλάδα: Η Λίστα Λαγκάρντ, η Πολιτική της Φοροδιαφυγής και η Χαμένη Λογοδοσία (2010-2015)",good,generic-guidance,0,"Greece/00-00-2010/Greece The Lagarde List, Tax-Evasion Politics, and Missing Accountability (2010-2015)"
medium,greece_2010_marfin_bank_deaths_protest_violence_austerity_memory,Greece,2010,"Marfin bank deaths, protest violence, austerity and memory (2010)","Νεκροί στη Marfin, βία διαδήλωσης, λιτότητα και μνήμη (2010)",good,generic-guidance,0,"Greece/00-00-2010/Marfin bank deaths, protest violence, austerity and memory (2010)"
medium,greece_2011_bailout_privatization_fund_asset_sales,Greece,2011,"GREECE: Bailout Privatisation Fund, Public Asset Sales, and Post-Crisis State Restructuring (2011-2026)","ΕΛΛΑΔΑ: Ταμείο αποκρατικοποιήσεων, πωλήσεις δημόσιας περιουσίας και μεταμνημονιακή αναδιάρθρωση του κράτους (2011-2026)",good,generic-guidance,0,"Greece/00-00-2011/GREECE Bailout Privatisation Fund, Public Asset Sales, and Post-Crisis State Restructuri"
medium,greece_2011_keratea_waste_plant_policing_local_resistance,Greece,2011,"Keratea waste plant conflict, policing, local resistance and public trust (2010-2011)","Κερατέα, σύγκρουση για ΧΥΤΑ, αστυνόμευση, τοπική αντίσταση και εμπιστοσύνη (2010-2011)",good,generic-guidance,0,"Greece/00-00-2011/Keratea waste plant conflict, policing, local resistance and public trust (2010-2011)"
medium,greece_2011_syntagma_protests_austerity_policing_democracy_under_economic_emergenc,Greece,2011,Syntagma Protests and Austerity Policing: Democracy Under Economic Emergency,Σύνταγμα και Αστυνόμευση Λιτότητας: Δημοκρατία σε Οικονομική Έκτακτη Ανάγκη,good,generic-guidance,0,Greece/00-00-2011/Syntagma Protests and Austerity Policing Democracy Under Economic Emergency
medium,greece_2012_golden_dawn_criminal_org_state_failure,Greece,2012,"Greece: Golden Dawn, Criminal Organization Findings, and State Failure Questions (2012-2026)","Ελλάδα: Χρυσή Αυγή, χαρακτηρισμός ως εγκληματική οργάνωση και ερωτήματα κρατικής αποτυχίας (2012-2026)",good,generic-guidance,0,"Greece/00-00-2012/Greece Golden Dawn, Criminal Organization Findings, and State Failure Questions (2012-20"
medium,greece_2012_mass_id_tax_vehicle_data_leak,Greece,2012,"GREECE: Massive Leak of Identity, Tax, and Vehicle Data (2012-2013)","ΕΛΛΑΔΑ: Μαζική διαρροή στοιχείων ταυτότητας, ΑΦΜ και οχημάτων (2012-2013)",good,generic-guidance,0,"Greece/00-00-2012/GREECE Massive Leak of Identity, Tax, and Vehicle Data (2012-2013)"
medium,greece_2012_novartis_2012_2026,Greece,2012,"Greece: Novartis case — bribery, political warfare, and legal whiplash (2012-2026)","Ελλάδα: υπόθεση Novartis — μίζες, πολιτικός πόλεμος και νομικές ανατροπές (2012-2026)",good,generic-guidance,0,"Greece/00-00-2012/Greece Novartis case — bribery, political warfare, and legal whiplash (2012-2026)"
medium,greece_2012_halyvourgia_strike_policing_labor_crisis,Greece,2012,"Halyvourgia strike, riot police intervention, and austerity labor conflict","Απεργία Χαλυβουργίας, επέμβαση ΜΑΤ και εργασιακή σύγκρουση λιτότητας",good,generic-guidance,0,"Greece/00-00-2012/Halyvourgia strike, riot police intervention, and austerity labor conflict"
medium,greece_2012_pharmakonisi_aegean_pushback_allegations_border_deaths_competing_narra,Greece,2012,Pharmakonisi and Aegean Pushback Allegations: Border Deaths and Competing Narratives,Φαρμακονήσι και Ισχυρισμοί Pushback: Θάνατοι στα Σύνορα και Αντίθετες Αφηγήσεις,good,generic-guidance,0,Greece/00-00-2012/Pharmakonisi and Aegean Pushback Allegations Border Deaths and Competing Narratives
medium,greece_2013_ert_shutdown_public_broadcasting_state_black_screen,Greece,2013,"ERT shutdown, black screen, and public broadcasting shock","Κλείσιμο ΕΡΤ, μαύρη οθόνη και σοκ δημόσιας ραδιοτηλεόρασης",good,generic-guidance,0,"Greece/00-00-2013/ERT shutdown, black screen, and public broadcasting shock"
medium,greece_2013_ert_shutdown_broadcasting_austerity_state_media_power,Greece,2013,"ERT shutdown, public broadcasting, austerity and state media power (2013)","Κλείσιμο ΕΡΤ, δημόσια ραδιοτηλεόραση, λιτότητα και κρατική μιντιακή ισχύς (2013)",good,generic-guidance,0,"Greece/00-00-2013/ERT shutdown, public broadcasting, austerity and state media power (2013)"
medium,greece_2013_pavlos_fyssas_golden_dawn_accountability,Greece,2013,Pavlos Fyssas murder and Golden Dawn accountability,Δολοφονία Παύλου Φύσσα και λογοδοσία της Χρυσής Αυγής,good,generic-guidance,0,Greece/00-00-2013/Pavlos Fyssas murder and Golden Dawn accountability
medium,greece_2014_noor_one_heroin_power_impunity_allegations,Greece,2014,"Noor One heroin case, power, impunity allegations and public trust (2014-2026)","Noor One, ηρωίνη, ισχύς, ισχυρισμοί ατιμωρησίας και δημόσια εμπιστοσύνη (2014-2026)",good,generic-guidance,0,"Greece/00-00-2014/Noor One heroin case, power, impunity allegations and public trust (2014-2026)"
medium,greece_2015_capital_controls_referendum_shock,Greece,2015,Capital controls and referendum shock,Capital controls και σοκ δημοψηφίσματος,good,generic-guidance,0,Greece/00-00-2015/Capital controls and referendum shock
medium,greece_2015_refugee_crisis_hotspots_borders_human_rights,Greece,2015,"Refugee crisis, hotspots, borders and human rights (2015-2026)","Προσφυγική κρίση, hotspots, σύνορα και ανθρώπινα δικαιώματα (2015-2026)",good,generic-guidance,0,"Greece/00-00-2015/Refugee crisis, hotspots, borders and human rights (2015-2026)"
medium,greece_2015_refugee_crisis_islands_eu_turkey_containment,Greece,2015,"Refugee crisis, island containment, and EU-Turkey border bargain","Προσφυγική κρίση, εγκλωβισμός νησιών και παζάρι συνόρων ΕΕ-Τουρκίας",good,generic-guidance,0,"Greece/00-00-2015/Refugee crisis, island containment, and EU-Turkey border bargain"
medium,greece_2015_third_bailout_capital_controls_aftermath_democracy_banks_external_powe,Greece,2015,"Third Bailout and Capital Controls Aftermath: Democracy, Banks and External Power","Τρίτο Μνημόνιο και Capital Controls: Δημοκρατία, Τράπεζες και Εξωτερική Ισχύς",good,generic-guidance,0,"Greece/00-00-2015/Third Bailout and Capital Controls Aftermath Democracy, Banks and External Power"
medium,greece_2016_opekepe_eu_subsidies_political_immunity_state_capture,Greece,2016,"GREECE — OPEKEPE: EU SUBSIDIES, POLITICAL IMMUNITY, AND STATE CAPTURE (2016–2026)","ΕΛΛΆΔΑ — ΟΠΕΚΕΠΕ: ΕΠΙΔΟΤΉΣΕΙΣ ΕΕ, ΠΟΛΙΤΙΚΉ ΑΣΥΛΊΑ ΚΑΙ ΚΡΑΤΙΚΉ ΑΙΧΜΑΛΩΣΊΑ (2016–2026)",good,generic-guidance,0,"Greece/00-00-2016/GREECE — OPEKEPE EU SUBSIDIES, POLITICAL IMMUNITY, AND STATE CAPTURE (2016–2026)"
medium,greece_2016_tv_licenses_media_power_state_control_rule_law,Greece,2016,"TV licenses, media power, state control and rule of law (2016)","Τηλεοπτικές άδειες, μιντιακή ισχύς, κρατικός έλεγχος και κράτος δικαίου (2016)",good,generic-guidance,0,"Greece/00-00-2016/TV licenses, media power, state control and rule of law (2016)"
medium,greece_2017_mandra_flash_flood_planning_failure,Greece,2017,"Mandra flash flood, blocked streams, and planning failure","Πλημμύρα Μάνδρας, μπαζωμένα ρέματα και αποτυχία σχεδιασμού",good,generic-guidance,0,"Greece/00-00-2017/Mandra flash flood, blocked streams, and planning failure"
